HP:0000001	{'id': 'HP:0000001', 'label': 'All'}
HP:0002611	{'id': 'HP:0002611', 'label': 'Cholestatic liver disease'}
HP:0011985	{'id': 'HP:0011985', 'label': 'Acholic stools'}
HP:0012334	{'id': 'HP:0012334', 'label': 'Extrahepatic cholestasis'}
HP:0001397	{'id': 'HP:0001397', 'label': 'Hepatic steatosis'}
HP:0001403	{'id': 'HP:0001403', 'label': 'Macrovesicular hepatic steatosis'}
HP:0001414	{'id': 'HP:0001414', 'label': 'Microvesicular hepatic steatosis'}
HP:0006555	{'id': 'HP:0006555', 'label': 'Diffuse hepatic steatosis'}
HP:0006573	{'id': 'HP:0006573', 'label': 'Acute hepatic steatosis'}
HP:0001399	{'id': 'HP:0001399', 'label': 'Hepatic failure'}
HP:0006554	{'id': 'HP:0006554', 'label': 'Acute hepatic failure'}
HP:0006583	{'id': 'HP:0006583', 'label': 'Fatal liver failure in infancy'}
HP:0100626	{'id': 'HP:0100626', 'label': 'Chronic hepatic failure'}
HP:0001401	{'id': 'HP:0001401', 'label': 'Intrahepatic biliary dysgenesis'}
HP:0001402	{'id': 'HP:0001402', 'label': 'Hepatocellular carcinoma'}
HP:0001404	{'id': 'HP:0001404', 'label': 'Hepatocellular necrosis'}
HP:0006575	{'id': 'HP:0006575', 'label': 'Intrahepatic cholestasis with episodic jaundice'}
HP:0001407	{'id': 'HP:0001407', 'label': 'Hepatic cysts'}
HP:0001408	{'id': 'HP:0001408', 'label': 'Bile duct proliferation'}
HP:0001409	{'id': 'HP:0001409', 'label': 'Portal hypertension'}
HP:0004941	{'id': 'HP:0004941', 'label': 'Extrahepatic portal hypertension'}
HP:0001410	{'id': 'HP:0001410', 'label': 'Decreased liver function'}
HP:0001412	{'id': 'HP:0001412', 'label': 'Enteroviral hepatitis'}
HP:0001417	{'id': 'HP:0001417', 'label': 'X-linked inheritance'}
HP:0001419	{'id': 'HP:0001419', 'label': 'X-linked recessive inheritance'}
HP:0001423	{'id': 'HP:0001423', 'label': 'X-linked dominant inheritance'}
HP:0006006	{'id': 'HP:0006006', 'label': 'Hypotrophy of the small hand muscles'}
HP:0009005	{'id': 'HP:0009005', 'label': 'Weakness of the intrinsic hand muscles'}
HP:0009130	{'id': 'HP:0009130', 'label': 'Hand muscle atrophy'}
HP:0010486	{'id': 'HP:0010486', 'label': 'Abnormality of the hypothenar eminence'}
HP:0030237	{'id': 'HP:0030237', 'label': 'Hand muscle weakness'}
HP:0010982	{'id': 'HP:0010982', 'label': 'Polygenic inheritance'}
HP:0010983	{'id': 'HP:0010983', 'label': 'Oligogenic inheritance'}
HP:0010984	{'id': 'HP:0010984', 'label': 'Digenic inheritance'}
HP:0001442	{'id': 'HP:0001442', 'label': 'Somatic mosaicism'}
HP:0001430	{'id': 'HP:0001430', 'label': 'Abnormality of the calf musculature'}
HP:0003707	{'id': 'HP:0003707', 'label': 'Calf muscle pseudohypertrophy'}
HP:0008962	{'id': 'HP:0008962', 'label': 'Calf muscle hypoplasia'}
HP:0008981	{'id': 'HP:0008981', 'label': 'Calf muscle hypertrophy'}
HP:0009049	{'id': 'HP:0009049', 'label': 'Peroneal muscle atrophy'}
HP:0009054	{'id': 'HP:0009054', 'label': 'Scapuloperoneal myopathy'}
HP:0001433	{'id': 'HP:0001433', 'label': 'Hepatosplenomegaly'}
HP:0001435	{'id': 'HP:0001435', 'label': 'Abnormality of the shoulder girdle musculature'}
HP:0001464	{'id': 'HP:0001464', 'label': 'Aplasia/Hypoplasia involving the shoulder musculature'}
HP:0001465	{'id': 'HP:0001465', 'label': 'Amyotrophy involving the shoulder musculature'}
HP:0003547	{'id': 'HP:0003547', 'label': 'Shoulder girdle muscle weakness'}
HP:0005258	{'id': 'HP:0005258', 'label': 'Pectoral muscle hypoplasia/aplasia'}
HP:0001436	{'id': 'HP:0001436', 'label': 'Abnormality of the foot musculature'}
HP:0008116	{'id': 'HP:0008116', 'label': 'Flexion limitation of toes'}
HP:0009031	{'id': 'HP:0009031', 'label': 'Amyotrophy of ankle musculature'}
HP:0011916	{'id': 'HP:0011916', 'label': 'Toe extensor amyotrophy'}
HP:0001437	{'id': 'HP:0001437', 'label': 'Abnormality of the musculature of the lower limbs'}
HP:0001441	{'id': 'HP:0001441', 'label': 'Abnormality of the musculature of the thigh'}
HP:0008968	{'id': 'HP:0008968', 'label': 'Muscle hypertrophy of the lower extremities'}
HP:0008969	{'id': 'HP:0008969', 'label': 'Leg muscle stiffness'}
HP:0410260	{'id': 'HP:0410260', 'label': 'Asymmetrical gluteal crease'}
HP:0001438	{'id': 'HP:0001438', 'label': 'Abnormal abdomen morphology'}
HP:0001541	{'id': 'HP:0001541', 'label': 'Ascites'}
HP:0003271	{'id': 'HP:0003271', 'label': 'Visceromegaly'}
HP:0005217	{'id': 'HP:0005217', 'label': 'Duplication of internal organs'}
HP:0025181	{'id': 'HP:0025181', 'label': 'Abdominal aseptic abscess'}
HP:0031500	{'id': 'HP:0031500', 'label': 'Abdominal mass'}
HP:0031501	{'id': 'HP:0031501', 'label': 'Pelvic mass'}
HP:0031607	{'id': 'HP:0031607', 'label': 'Pelvic organ prolapse'}
HP:0033134	{'id': 'HP:0033134', 'label': 'Abdominal adhesions'}
HP:0001440	{'id': 'HP:0001440', 'label': 'Metatarsal synostosis'}
HP:0100329	{'id': 'HP:0100329', 'label': 'Tarsometatarsal synostosis'}
HP:0100483	{'id': 'HP:0100483', 'label': 'Symphalangism of the proximal phalanx of the 2nd toe with the 2nd metatarsal'}
HP:0100484	{'id': 'HP:0100484', 'label': 'Symphalangism of the proximal phalanx of the 3rd toe with the 3rd metatarsal'}
HP:0100485	{'id': 'HP:0100485', 'label': 'Symphalangism of the proximal phalanx of the 4th toe with the 4th metatarsal'}
HP:0100486	{'id': 'HP:0100486', 'label': 'Symphalangism of the proximal phalanx of the 5th toe with the 5th metatarsal'}
HP:0100488	{'id': 'HP:0100488', 'label': 'Synostosis of the proximal phalanx of the hallux with the 1st metatarsal'}
HP:0008956	{'id': 'HP:0008956', 'label': 'Proximal lower limb amyotrophy'}
HP:0009786	{'id': 'HP:0009786', 'label': 'Aplasia/Hypoplasia of the musculature of the thigh'}
HP:0001443	{'id': 'HP:0001443', 'label': 'Abnormality of the gluteal musculature'}
HP:0009013	{'id': 'HP:0009013', 'label': 'Congenital absence of gluteal muscles'}
HP:0001445	{'id': 'HP:0001445', 'label': 'Abnormality of the hip-girdle musculature'}
HP:0008988	{'id': 'HP:0008988', 'label': 'Pelvic girdle muscle atrophy'}
HP:0001446	{'id': 'HP:0001446', 'label': 'Abnormality of the musculature of the upper limbs'}
HP:0001457	{'id': 'HP:0001457', 'label': 'Abnormality of the musculature of the upper arm'}
HP:0001467	{'id': 'HP:0001467', 'label': 'Aplasia/Hypoplasia involving the musculature of the upper limbs'}
HP:0008997	{'id': 'HP:0008997', 'label': 'Proximal muscle weakness in upper limbs'}
HP:0009129	{'id': 'HP:0009129', 'label': 'Upper limb amyotrophy'}
HP:0040265	{'id': 'HP:0040265', 'label': 'Upper limb muscle hypertrophy'}
HP:0200049	{'id': 'HP:0200049', 'label': 'Upper limb hypertonia'}
HP:0001449	{'id': 'HP:0001449', 'label': 'Duplication of metatarsal bones'}
HP:0010075	{'id': 'HP:0010075', 'label': 'Duplication of the 1st metatarsal'}
HP:0001450	{'id': 'HP:0001450', 'label': 'Y-linked inheritance'}
HP:0001454	{'id': 'HP:0001454', 'label': 'Abnormality of the upper arm'}
HP:0003063	{'id': 'HP:0003063', 'label': 'Abnormality of the humerus'}
HP:0001468	{'id': 'HP:0001468', 'label': 'Aplasia/Hypoplasia involving the musculature of the upper arm'}
HP:0008948	{'id': 'HP:0008948', 'label': 'Proximal upper limb amyotrophy'}
HP:0033448	{'id': 'HP:0033448', 'label': 'Increased mid-arm muscle circumference'}
HP:0033449	{'id': 'HP:0033449', 'label': 'Decreased mid-arm muscle circumference'}
HP:0001459	{'id': 'HP:0001459', 'label': '1-3 toe syndactyly'}
HP:0001460	{'id': 'HP:0001460', 'label': 'Aplasia/Hypoplasia involving the skeletal musculature'}
HP:0009004	{'id': 'HP:0009004', 'label': 'Hypoplasia of the musculature'}
HP:0009128	{'id': 'HP:0009128', 'label': 'Aplasia/Hypoplasia involving the musculature of the extremities'}
HP:0100854	{'id': 'HP:0100854', 'label': 'Aplasia of the musculature'}
HP:0008952	{'id': 'HP:0008952', 'label': 'Shoulder muscle hypoplasia'}
HP:0500023	{'id': 'HP:0500023', 'label': 'Shoulder muscle aplasia'}
HP:0009060	{'id': 'HP:0009060', 'label': 'Scapular muscle atrophy'}
HP:0009016	{'id': 'HP:0009016', 'label': 'Upper limb muscle hypoplasia'}
HP:0009782	{'id': 'HP:0009782', 'label': 'Aplasia/Hypoplasia of the biceps'}
HP:0009784	{'id': 'HP:0009784', 'label': 'Aplasia/Hypoplasia of the triceps'}
HP:0001469	{'id': 'HP:0001469', 'label': 'Abnormal morphology of the pelvis musculature'}
HP:0001471	{'id': 'HP:0001471', 'label': 'Aplasia/Hypoplasia of the musculature of the pelvis'}
HP:0001475	{'id': 'HP:0001475', 'label': 'Male-limited autosomal dominant'}
HP:0500024	{'id': 'HP:0500024', 'label': 'Aplasia of the musculature of the pelvis'}
HP:0500026	{'id': 'HP:0500026', 'label': 'Hypoplasia of the musculature of the pelvis'}
HP:0001473	{'id': 'HP:0001473', 'label': 'Metatarsal osteolysis'}
HP:0010071	{'id': 'HP:0010071', 'label': 'Osteolytic defects of the 1st metatarsal'}
HP:0004474	{'id': 'HP:0004474', 'label': 'Persistent open anterior fontanelle'}
HP:0001477	{'id': 'HP:0001477', 'label': 'Compensatory chin elevation'}
HP:0030052	{'id': 'HP:0030052', 'label': 'Inguinal freckling'}
HP:0001482	{'id': 'HP:0001482', 'label': 'Subcutaneous nodule'}
HP:0007470	{'id': 'HP:0007470', 'label': 'Periarticular subcutaneous nodules'}
HP:0025014	{'id': 'HP:0025014', 'label': 'Subcutaneous spheroids'}
HP:0007911	{'id': 'HP:0007911', 'label': 'Congenital bilateral ptosis'}
HP:0001489	{'id': 'HP:0001489', 'label': 'Posterior vitreous detachment'}
HP:0001491	{'id': 'HP:0001491', 'label': 'Congenital fibrosis of extraocular muscles'}
HP:0001492	{'id': 'HP:0001492', 'label': 'Axenfeld anomaly'}
HP:0001493	{'id': 'HP:0001493', 'label': 'Falciform retinal fold'}
HP:0004238	{'id': 'HP:0004238', 'label': 'Lytic defects of carpal bones'}
HP:0001498	{'id': 'HP:0001498', 'label': 'Carpal bone hypoplasia'}
HP:0004247	{'id': 'HP:0004247', 'label': 'Small scaphoid'}
HP:0004255	{'id': 'HP:0004255', 'label': 'Small trapezium'}
HP:0004258	{'id': 'HP:0004258', 'label': 'Small trapezoid bone'}
HP:0009768	{'id': 'HP:0009768', 'label': 'Broad phalanges of the hand'}
HP:0001501	{'id': 'HP:0001501', 'label': '6 metacarpals'}
HP:0010030	{'id': 'HP:0010030', 'label': 'Osteolytic defects of the 1st metacarpal'}
HP:0001510	{'id': 'HP:0001510', 'label': 'Growth delay'}
HP:0004323	{'id': 'HP:0004323', 'label': 'Abnormality of body weight'}
HP:0025521	{'id': 'HP:0025521', 'label': 'Increased body fat percentage'}
HP:0030853	{'id': 'HP:0030853', 'label': 'Heterotaxy'}
HP:0041079	{'id': 'HP:0041079', 'label': 'Decreased body fat percentage'}
HP:0100555	{'id': 'HP:0100555', 'label': 'Asymmetric growth'}
HP:0001508	{'id': 'HP:0001508', 'label': 'Failure to thrive'}
HP:0001525	{'id': 'HP:0001525', 'label': 'Severe failure to thrive'}
HP:0001531	{'id': 'HP:0001531', 'label': 'Failure to thrive in infancy'}
HP:0008866	{'id': 'HP:0008866', 'label': 'Failure to thrive secondary to recurrent infections'}
HP:0001511	{'id': 'HP:0001511', 'label': 'Intrauterine growth retardation'}
HP:0008897	{'id': 'HP:0008897', 'label': 'Postnatal growth retardation'}
HP:0031087	{'id': 'HP:0031087', 'label': 'Absent pubertal growth spurt'}
HP:0008846	{'id': 'HP:0008846', 'label': 'Severe intrauterine growth retardation'}
HP:0008883	{'id': 'HP:0008883', 'label': 'Mild intrauterine growth retardation'}
HP:0011408	{'id': 'HP:0011408', 'label': 'Moderate intrauterine growth retardation'}
HP:0001513	{'id': 'HP:0001513', 'label': 'Obesity'}
HP:0001956	{'id': 'HP:0001956', 'label': 'Truncal obesity'}
HP:0012743	{'id': 'HP:0012743', 'label': 'Abdominal obesity'}
HP:0025499	{'id': 'HP:0025499', 'label': 'Class I obesity'}
HP:0025500	{'id': 'HP:0025500', 'label': 'Class II obesity'}
HP:0025501	{'id': 'HP:0025501', 'label': 'Class III obesity'}
HP:0001518	{'id': 'HP:0001518', 'label': 'Small for gestational age'}
HP:0001520	{'id': 'HP:0001520', 'label': 'Large for gestational age'}
HP:0001522	{'id': 'HP:0001522', 'label': 'Death in infancy'}
HP:0001528	{'id': 'HP:0001528', 'label': 'Hemihypertrophy'}
HP:0100553	{'id': 'HP:0100553', 'label': 'Hemihypertrophy of lower limb'}
HP:0100554	{'id': 'HP:0100554', 'label': 'Hemihypertrophy of upper limb'}
HP:0001530	{'id': 'HP:0001530', 'label': 'Mild postnatal growth retardation'}
HP:0001537	{'id': 'HP:0001537', 'label': 'Umbilical hernia'}
HP:0001538	{'id': 'HP:0001538', 'label': 'Protuberant abdomen'}
HP:0001539	{'id': 'HP:0001539', 'label': 'Omphalocele'}
HP:0001540	{'id': 'HP:0001540', 'label': 'Diastasis recti'}
HP:0012281	{'id': 'HP:0012281', 'label': 'Chylous ascites'}
HP:0031780	{'id': 'HP:0031780', 'label': 'Eosinophilic ascites'}
HP:0001543	{'id': 'HP:0001543', 'label': 'Gastroschisis'}
HP:0001544	{'id': 'HP:0001544', 'label': 'Prominent umbilicus'}
HP:0001545	{'id': 'HP:0001545', 'label': 'Anteriorly placed anus'}
HP:0001555	{'id': 'HP:0001555', 'label': 'Asymmetry of the thorax'}
HP:0001591	{'id': 'HP:0001591', 'label': 'Bell-shaped thorax'}
HP:0005259	{'id': 'HP:0005259', 'label': 'Abnormal facility in opposing the shoulders'}
HP:0006644	{'id': 'HP:0006644', 'label': 'Thoracic dysplasia'}
HP:0100625	{'id': 'HP:0100625', 'label': 'Enlarged thorax'}
HP:0001549	{'id': 'HP:0001549', 'label': 'Abnormal ileum morphology'}
HP:0002245	{'id': 'HP:0002245', 'label': 'Meckel diverticulum'}
HP:0005229	{'id': 'HP:0005229', 'label': 'Jejunoileal ulceration'}
HP:0011102	{'id': 'HP:0011102', 'label': 'Ileal atresia'}
HP:0032024	{'id': 'HP:0032024', 'label': 'Ileal ulcer'}
HP:0032564	{'id': 'HP:0032564', 'label': 'Ileitis'}
HP:0033433	{'id': 'HP:0033433', 'label': 'Ileocecal ulcer'}
HP:0001551	{'id': 'HP:0001551', 'label': 'Abnormal umbilicus morphology'}
HP:0032277	{'id': 'HP:0032277', 'label': 'Lozenge-shaped umbilicus'}
HP:0032511	{'id': 'HP:0032511', 'label': 'Superiorly positioned umbilicus'}
HP:0032527	{'id': 'HP:0032527', 'label': 'Inferiorly positioned umbilicus'}
HP:0001552	{'id': 'HP:0001552', 'label': 'Barrel-shaped chest'}
HP:0001558	{'id': 'HP:0001558', 'label': 'Decreased fetal movement'}
HP:0010519	{'id': 'HP:0010519', 'label': 'Increased fetal movement'}
HP:0001989	{'id': 'HP:0001989', 'label': 'Fetal akinesia sequence'}
HP:0001561	{'id': 'HP:0001561', 'label': 'Polyhydramnios'}
HP:0001562	{'id': 'HP:0001562', 'label': 'Oligohydramnios'}
HP:0001563	{'id': 'HP:0001563', 'label': 'Fetal polyuria'}
HP:0012420	{'id': 'HP:0012420', 'label': 'Meconium stained amniotic fluid'}
HP:0001566	{'id': 'HP:0001566', 'label': 'Widely-spaced maxillary central incisors'}
HP:0001571	{'id': 'HP:0001571', 'label': 'Multiple impacted teeth'}
HP:0001572	{'id': 'HP:0001572', 'label': 'Macrodontia'}
HP:0011081	{'id': 'HP:0011081', 'label': 'Incisor macrodontia'}
HP:0011138	{'id': 'HP:0011138', 'label': 'Abnormality of skin adnexa morphology'}
HP:0025276	{'id': 'HP:0025276', 'label': 'Abnormality of skin adnexa physiology'}
HP:0001575	{'id': 'HP:0001575', 'label': 'Mood changes'}
HP:0001579	{'id': 'HP:0001579', 'label': 'Primary hypercortisolism'}
HP:0001581	{'id': 'HP:0001581', 'label': 'Recurrent skin infections'}
HP:0005406	{'id': 'HP:0005406', 'label': 'Recurrent bacterial skin infections'}
HP:0011370	{'id': 'HP:0011370', 'label': 'Recurrent cutaneous fungal infections'}
HP:0011371	{'id': 'HP:0011371', 'label': 'Recurrent viral skin infections'}
HP:0007516	{'id': 'HP:0007516', 'label': 'Redundant skin on fingers'}
HP:0007595	{'id': 'HP:0007595', 'label': 'Redundant skin in infancy'}
HP:0001586	{'id': 'HP:0001586', 'label': 'Vesicovaginal fistula'}
HP:0001592	{'id': 'HP:0001592', 'label': 'Selective tooth agenesis'}
HP:0006485	{'id': 'HP:0006485', 'label': 'Agenesis of incisor'}
HP:0011051	{'id': 'HP:0011051', 'label': 'Agenesis of premolar'}
HP:0011054	{'id': 'HP:0011054', 'label': 'Agenesis of molar'}
HP:0012738	{'id': 'HP:0012738', 'label': 'Agenesis of canine'}
HP:0001595	{'id': 'HP:0001595', 'label': 'Abnormal hair morphology'}
HP:0002552	{'id': 'HP:0002552', 'label': 'Trichodysplasia'}
HP:0003328	{'id': 'HP:0003328', 'label': 'Abnormal hair laboratory examination'}
HP:0009887	{'id': 'HP:0009887', 'label': 'Abnormality of hair pigmentation'}
HP:0009888	{'id': 'HP:0009888', 'label': 'Abnormality of secondary sexual hair'}
HP:0010719	{'id': 'HP:0010719', 'label': 'Abnormality of hair texture'}
HP:0010720	{'id': 'HP:0010720', 'label': 'Abnormal hair pattern'}
HP:0011362	{'id': 'HP:0011362', 'label': 'Abnormal hair quantity'}
HP:0040170	{'id': 'HP:0040170', 'label': 'Abnormality of hair growth'}
HP:0100037	{'id': 'HP:0100037', 'label': 'Abnormality of the scalp hair'}
HP:0001596	{'id': 'HP:0001596', 'label': 'Alopecia'}
HP:0002232	{'id': 'HP:0002232', 'label': 'Patchy alopecia'}
HP:0002287	{'id': 'HP:0002287', 'label': 'Progressive alopecia'}
HP:0002289	{'id': 'HP:0002289', 'label': 'Alopecia universalis'}
HP:0002293	{'id': 'HP:0002293', 'label': 'Alopecia of scalp'}
HP:0007418	{'id': 'HP:0007418', 'label': 'Alopecia totalis'}
HP:0001597	{'id': 'HP:0001597', 'label': 'Abnormality of the nail'}
HP:0001805	{'id': 'HP:0001805', 'label': 'Onychogryposis'}
HP:0001806	{'id': 'HP:0001806', 'label': 'Onycholysis'}
HP:0001808	{'id': 'HP:0001808', 'label': 'Fragile nails'}
HP:0001816	{'id': 'HP:0001816', 'label': 'Thin nail'}
HP:0002164	{'id': 'HP:0002164', 'label': 'Nail dysplasia'}
HP:0002165	{'id': 'HP:0002165', 'label': 'Pterygium of nails'}
HP:0008386	{'id': 'HP:0008386', 'label': 'Aplasia/Hypoplasia of the nails'}
HP:0008388	{'id': 'HP:0008388', 'label': 'Abnormal toenail morphology'}
HP:0008390	{'id': 'HP:0008390', 'label': 'Recurrent loss of toenails and fingernails'}
HP:0008396	{'id': 'HP:0008396', 'label': 'Chronic monilial nail infection'}
HP:0008404	{'id': 'HP:0008404', 'label': 'Nail dystrophy'}
HP:0009723	{'id': 'HP:0009723', 'label': 'Abnormality of the subungual region'}
HP:0009758	{'id': 'HP:0009758', 'label': 'Pyramidal skinfold extending from the base to the top of the nails'}
HP:0012710	{'id': 'HP:0012710', 'label': 'Ingrown nail'}
HP:0030254	{'id': 'HP:0030254', 'label': 'Nail bed hemorrhage'}
HP:0030805	{'id': 'HP:0030805', 'label': 'Absent lunula'}
HP:0030807	{'id': 'HP:0030807', 'label': 'Abnormal nail growth'}
HP:0030808	{'id': 'HP:0030808', 'label': 'Ragged cuticle'}
HP:0030817	{'id': 'HP:0030817', 'label': 'Beaked nails'}
HP:0030819	{'id': 'HP:0030819', 'label': 'Ski jump nail'}
HP:0033250	{'id': 'HP:0033250', 'label': 'Nailfold capillary tortuosity'}
HP:0033327	{'id': 'HP:0033327', 'label': 'Nail psoriasis'}
HP:0100643	{'id': 'HP:0100643', 'label': 'Abnormality of nail color'}
HP:0100803	{'id': 'HP:0100803', 'label': 'Abnormality of the periungual region'}
HP:0100826	{'id': 'HP:0100826', 'label': 'Neoplasm of the nail'}
HP:0001598	{'id': 'HP:0001598', 'label': 'Concave nail'}
HP:0001600	{'id': 'HP:0001600', 'label': 'Abnormality of the larynx'}
HP:0025423	{'id': 'HP:0025423', 'label': 'Abnormal larynx morphology'}
HP:0025424	{'id': 'HP:0025424', 'label': 'Abnormal larynx physiology'}
HP:0100605	{'id': 'HP:0100605', 'label': 'Neoplasm of the larynx'}
HP:0001601	{'id': 'HP:0001601', 'label': 'Laryngomalacia'}
HP:0001602	{'id': 'HP:0001602', 'label': 'Laryngeal stenosis'}
HP:0004894	{'id': 'HP:0004894', 'label': 'Laryngotracheal stenosis'}
HP:0001604	{'id': 'HP:0001604', 'label': 'Vocal cord paresis'}
HP:0012821	{'id': 'HP:0012821', 'label': 'Unilateral vocal cord paresis'}
HP:0012822	{'id': 'HP:0012822', 'label': 'Bilateral vocal cord paresis'}
HP:0001605	{'id': 'HP:0001605', 'label': 'Vocal cord paralysis'}
HP:0008757	{'id': 'HP:0008757', 'label': 'Unilateral vocal cord paralysis'}
HP:0012820	{'id': 'HP:0012820', 'label': 'Bilateral vocal cord paralysis'}
HP:0001607	{'id': 'HP:0001607', 'label': 'Subglottic stenosis'}
HP:0001609	{'id': 'HP:0001609', 'label': 'Hoarse voice'}
HP:0001611	{'id': 'HP:0001611', 'label': 'Nasal speech'}
HP:0001618	{'id': 'HP:0001618', 'label': 'Dysphonia'}
HP:0001620	{'id': 'HP:0001620', 'label': 'High pitched voice'}
HP:0001621	{'id': 'HP:0001621', 'label': 'Weak voice'}
HP:0001686	{'id': 'HP:0001686', 'label': 'Loss of voice'}
HP:0009088	{'id': 'HP:0009088', 'label': 'Speech articulation difficulties'}
HP:0010300	{'id': 'HP:0010300', 'label': 'Abnormally low-pitched voice'}
HP:0025429	{'id': 'HP:0025429', 'label': 'Abnormal cry'}
HP:0031434	{'id': 'HP:0031434', 'label': 'Abnormal speech prosody'}
HP:0031801	{'id': 'HP:0031801', 'label': 'Vocal cord dysfunction'}
HP:0100271	{'id': 'HP:0100271', 'label': 'Hyponasal speech'}
HP:0001615	{'id': 'HP:0001615', 'label': 'Hoarse cry'}
HP:0001612	{'id': 'HP:0001612', 'label': 'Weak cry'}
HP:0012049	{'id': 'HP:0012049', 'label': 'Laryngeal dystonia'}
HP:0005100	{'id': 'HP:0005100', 'label': 'Premature birth following premature rupture of fetal membranes'}
HP:0005267	{'id': 'HP:0005267', 'label': 'Premature delivery because of cervical insufficiency or membrane fragility'}
HP:0001623	{'id': 'HP:0001623', 'label': 'Breech presentation'}
HP:0010859	{'id': 'HP:0010859', 'label': 'Frank breech presentation'}
HP:0010860	{'id': 'HP:0010860', 'label': 'Complete breech presentation'}
HP:0010861	{'id': 'HP:0010861', 'label': 'Incomplete breech presentation'}
HP:0002597	{'id': 'HP:0002597', 'label': 'Abnormality of the vasculature'}
HP:0010948	{'id': 'HP:0010948', 'label': 'Abnormality of the fetal cardiovascular system'}
HP:0011025	{'id': 'HP:0011025', 'label': 'Abnormal cardiovascular system physiology'}
HP:0030680	{'id': 'HP:0030680', 'label': 'Abnormality of cardiovascular system morphology'}
HP:0500015	{'id': 'HP:0500015', 'label': 'Abnormal cardiac test'}
HP:0001627	{'id': 'HP:0001627', 'label': 'Abnormal heart morphology'}
HP:0001637	{'id': 'HP:0001637', 'label': 'Abnormal myocardium morphology'}
HP:0001640	{'id': 'HP:0001640', 'label': 'Cardiomegaly'}
HP:0001654	{'id': 'HP:0001654', 'label': 'Abnormal heart valve morphology'}
HP:0001671	{'id': 'HP:0001671', 'label': 'Abnormal cardiac septum morphology'}
HP:0001697	{'id': 'HP:0001697', 'label': 'Abnormal pericardium morphology'}
HP:0001713	{'id': 'HP:0001713', 'label': 'Abnormal cardiac ventricle morphology'}
HP:0001961	{'id': 'HP:0001961', 'label': 'Hypoplastic heart'}
HP:0004306	{'id': 'HP:0004306', 'label': 'Abnormal endocardium morphology'}
HP:0004307	{'id': 'HP:0004307', 'label': 'Abnormal anatomic location of the heart'}
HP:0005120	{'id': 'HP:0005120', 'label': 'Abnormal cardiac atrium morphology'}
HP:0011534	{'id': 'HP:0011534', 'label': 'Abnormal spatial orientation of the cardiac segments'}
HP:0011545	{'id': 'HP:0011545', 'label': 'Abnormal connection of the cardiac segments'}
HP:0011723	{'id': 'HP:0011723', 'label': 'Congenital malformation of the right heart'}
HP:0031331	{'id': 'HP:0031331', 'label': 'Abnormal cardiomyocyte morphology'}
HP:0032580	{'id': 'HP:0032580', 'label': 'Abnormal bulbus cordis morphology'}
HP:0045017	{'id': 'HP:0045017', 'label': 'Congenital malformation of the left heart'}
HP:0100544	{'id': 'HP:0100544', 'label': 'Neoplasm of the heart'}
HP:0001629	{'id': 'HP:0001629', 'label': 'Ventricular septal defect'}
HP:0011621	{'id': 'HP:0011621', 'label': 'Gerbode ventricular septal defect'}
HP:0011622	{'id': 'HP:0011622', 'label': 'Inlet ventricular septal defect'}
HP:0011623	{'id': 'HP:0011623', 'label': 'Muscular ventricular septal defect'}
HP:0011681	{'id': 'HP:0011681', 'label': 'Subarterial ventricular septal defect'}
HP:0011682	{'id': 'HP:0011682', 'label': 'Perimembranous ventricular septal defect'}
HP:0011683	{'id': 'HP:0011683', 'label': 'Restrictive ventricular septal defect'}
HP:0011684	{'id': 'HP:0011684', 'label': 'Non-restrictive ventricular septal defect'}
HP:0001631	{'id': 'HP:0001631', 'label': 'Atrial septal defect'}
HP:0001655	{'id': 'HP:0001655', 'label': 'Patent foramen ovale'}
HP:0001684	{'id': 'HP:0001684', 'label': 'Secundum atrial septal defect'}
HP:0010445	{'id': 'HP:0010445', 'label': 'Primum atrial septal defect'}
HP:0011567	{'id': 'HP:0011567', 'label': 'Sinus venosus atrial septal defect'}
HP:0031017	{'id': 'HP:0031017', 'label': 'Swiss cheese atrial septal defect'}
HP:0031297	{'id': 'HP:0031297', 'label': 'Unroofed coronary sinus'}
HP:0001633	{'id': 'HP:0001633', 'label': 'Abnormal mitral valve morphology'}
HP:0001634	{'id': 'HP:0001634', 'label': 'Mitral valve prolapse'}
HP:0004382	{'id': 'HP:0004382', 'label': 'Mitral valve calcification'}
HP:0011560	{'id': 'HP:0011560', 'label': 'Mitral atresia'}
HP:0011564	{'id': 'HP:0011564', 'label': 'Mitral valve arcade'}
HP:0011568	{'id': 'HP:0011568', 'label': 'Double orifice mitral valve'}
HP:0011572	{'id': 'HP:0011572', 'label': 'Supramitral ring'}
HP:0025523	{'id': 'HP:0025523', 'label': 'Abnormal morphology of the chordae tendinae of the mitral valve'}
HP:0031478	{'id': 'HP:0031478', 'label': 'Abnormal mitral valve annulus morphology'}
HP:0031479	{'id': 'HP:0031479', 'label': 'Dilatation of the mitral annulus'}
HP:0031480	{'id': 'HP:0031480', 'label': 'Abnormal mitral valve leaflet morphology'}
HP:0004764	{'id': 'HP:0004764', 'label': 'Myxomatous mitral valve degeneration'}
HP:0001635	{'id': 'HP:0001635', 'label': 'Congestive heart failure'}
HP:0001722	{'id': 'HP:0001722', 'label': 'High-output congestive heart failure'}
HP:0009805	{'id': 'HP:0009805', 'label': 'Low-output congestive heart failure'}
HP:0001636	{'id': 'HP:0001636', 'label': 'Tetralogy of Fallot'}
